Comunidad,Provincia,Municipio,Nombre,punto_muestreo,adoptada_por,utm_x,utm_y,fecha_toma,escherichia_coli,enterococo,observaciones
Andalucía,Almería,Adra,Playa Censo,2,,,,,,,
Andalucía,Almería,Adra,Playa El Lance De La Virgen,1,,,,,,,
Andalucía,Almería,Adra,Playa Guainos Bajos,1,,,,,,,
Andalucía,Almería,Adra,Playa San Nicolas,1,,,,,,,
Andalucía,Almería,Adra,Playa Carboncillo,1,,,,,,,
Andalucía,Almería,Adra,Playa La Caracola,1,,,,,,,
Andalucía,Almería,Adra,Playa Sirena Loca,1,,,,,,,
Andalucía,Almería,Almería,Playa Costacabana,1,,,,,,,
Andalucía,Almería,Almería,Playa Costacabana,2,,,,,,,
Andalucía,Almería,Almería,Playa Costacabana,3,,,,,,,
Andalucía,Almería,Almería,Playa El Alquian,1,,,,,,,
Andalucía,Almería,Almería,Playa El Bobar,1,,,,,,,
Andalucía,Almería,Almería,Playa El Palmeral,1,,,,,,,
Andalucía,Almería,Almería,Playa El Toyo,1,,,,,,,
Andalucía,Almería,Almería,Playa La Garrofa,1,,,,,,,
Andalucía,Almería,Almería,Playa Las Olas,1,,,,,,,
Andalucía,Almería,Almería,Playa Las Salinas De Cabo De Gata,1,,,,,,,
Andalucía,Almería,Almería,Playa Nueva Almeria,1,,,,,,,
Andalucía,Almería,Almería,Playa Nueva Almeria,2,,,,,,,
Andalucía,Almería,Almería,Playa Retamar,1,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel De Cabo De Gata,1,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,1,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,2,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,3,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,4,,,,,,,
Andalucía,Almería,Almería,Playa Torregarcia,1,,,,,,,
Andalucía,Almería,Almería,Playa Zapillo,3,,,,,,,
Andalucía,Almería,Berja,Playa Balanegra,1,,,,,,,
Andalucía,Almería,Carboneras,Playa Algarrobicos,1,,,,,,,
Andalucía,Almería,Carboneras,Playa El Ancon,1,,,,,,,
Andalucía,Almería,Carboneras,Playa El Ancon,2,,,,,,,
Andalucía,Almería,Carboneras,Playa El Corral,1,,,,,,,
Andalucía,Almería,Carboneras,Playa La Galera,1,,,,,,,
Andalucía,Almería,Carboneras,Playa Las Marinicas,3,,,,,,,
Andalucía,Almería,Carboneras,Playa Los Barquicos-cocones,1,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Cala Panizo,1,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Palomares,1,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Pozo Esparto,1,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Villaricos,1,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Villaricos,2,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa El Calon,1,,,,,,,
Andalucía,Almería,Ejido (El),Playa Balerma,1,,,,,,,
Andalucía,Almería,Ejido (El),Playa Cerrillos,2,,,,,,,
Andalucía,Almería,Ejido (El),Playa Guardias Viejas,1,,,,,,,
Andalucía,Almería,Ejido (El),Playa Guardias Viejas,3,,,,,,,
Andalucía,Almería,Ejido (El),Playa San Miguel Levante,1,,,,,,,
Andalucía,Almería,Ejido (El),Playa Poniente Almerimar,1,,,,,,,
Andalucía,Almería,Ejido (El),Playa San Miguel,1,,,,,,,
Andalucía,Almería,Enix,Playa El Palmer,1,,,,,,,
Andalucía,Almería,Garrucha,Playa Garrucha,1,,,,,,,
Andalucía,Almería,Garrucha,Playa Garrucha,2,,,,,,,
Andalucía,Almería,Garrucha,Playa Garrucha,3,,,,,,,
Andalucía,Almería,Mojácar,Playa Castillo De Macenas,1,,,,,,,
Andalucía,Almería,Mojácar,Playa Cueva Del Lobo,1,,,,,,,
Andalucía,Almería,Mojácar,Playa De La Rumina,1,,,,,,,
Andalucía,Almería,Mojácar,Playa El Cantal,1,,,,,,,
Andalucía,Almería,Mojácar,Playa El Descargador,1,,,,,,,
Andalucía,Almería,Mojácar,Playa Marina De La Torre,1,,,,,,,
Andalucía,Almería,Mojácar,Playa Piedra Villazar,1,,,,,,,
Andalucía,Almería,Mojácar,Playa Venta Del Bancal-ventanicas,1,,,,,,,
Andalucía,Almería,Níjar,Playa Aguamarga,1,,,,,,,
Andalucía,Almería,Níjar,Playa El Playazo De Rodalquilar,1,,,,,,,
Andalucía,Almería,Níjar,Playa Genoveses,1,,,,,,,
Andalucía,Almería,Níjar,Playa La Isleta Del Moro,1,,,,,,,
Andalucía,Almería,Níjar,Playa Las Negras,1,,,,,,,
Andalucía,Almería,Níjar,Playa Monsul,1,,,,,,,
Andalucía,Almería,Níjar,Playa San Jose,1,,,,,,,
Andalucía,Almería,Níjar,Playa San Jose,2,,,,,,,
Andalucía,Almería,Níjar,Playa Los Escullos,1,,,,,,,
Andalucía,Almería,Pulpí,Playa Cala Cerrada,1,,,,,,,
Andalucía,Almería,Pulpí,Playa Cala Tia Antonia,1,,,,,,,
Andalucía,Almería,Pulpí,Playa Calipso,1,,,,,,,
Andalucía,Almería,Pulpí,Playa Costa Tranquila,1,,,,,,,
Andalucía,Almería,Pulpí,Playa Mar Rabiosa,1,,,,,,,
Andalucía,Almería,Pulpí,Playa Mar Serena,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Aguadulce,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Aguadulce,2,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa La Bajadilla,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa La Ventilla,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Romanillas,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Romanillas,2,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Romanillas,3,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Urbanizacion Roquetas,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Cerrillos (paraje Natural),1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa De La Urbanizacion Playa Serena,1,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa De Las Salinas,2,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa De Los Bajos,1,,,,,,,
Andalucía,Almería,Vera,Playa El Playazo,1,,,,,,,
Andalucía,Almería,Vera,Playa Las Marinas-bolaga,1,,,,,,,
Andalucía,Almería,Vera,Playa Puerto Rey,1,,,,,,,
Andalucía,Cádiz,Algeciras,Playa El Rinconcillo,1,,,,,,,
Andalucía,Cádiz,Algeciras,Playa El Rinconcillo,2,,,,,,,
Andalucía,Cádiz,Algeciras,Playa Getares-san Garcia,1,,,,,,,
Andalucía,Cádiz,Algeciras,Playa Getares-san Garcia,2,,,,,,,
Andalucía,Cádiz,Barbate,Playa Caños De Meca,1,,,,,,,
Andalucía,Cádiz,Barbate,Playa El Carmen,1,,,,,,,
Andalucía,Cádiz,Barbate,Playa Zahara De Los Atunes,1,,,,,,,
Andalucía,Cádiz,Barbate,Playa Zahora,1,,,,,,,
Andalucía,Cádiz,Barbate,Playa Hierbabuena,1,,,,,,,
Andalucía,Cádiz,Barrios (Los),Playa Palmones,1,,,,,,,
Andalucía,Cádiz,Barrios (Los),Playa Palmones,2,,,,,,,
Andalucía,Cádiz,Barrios (Los),Playa Palmones,3,,,,,,,
Andalucía,Cádiz,Cádiz,Playa Cortadura,1,,,,,,,
Andalucía,Cádiz,Cádiz,Playa Cortadura,2,,,,,,,
Andalucía,Cádiz,Cádiz,Playa Cortadura,3,,,,,,,
Andalucía,Cádiz,Cádiz,Playa La Caleta,1,,,,,,,
Andalucía,Cádiz,Cádiz,Playa La Victoria,1,,,,,,,
Andalucía,Cádiz,Cádiz,Playa La Victoria,2,,,,,,,
Andalucía,Cádiz,Cádiz,Playa La Victoria,3,,,,,,,
Andalucía,Cádiz,Cádiz,Playa Sta Maria Del Mar,1,,,,,,,
Andalucía,Cádiz,Chiclana de la Frontera,Playa La Barrosa,1,,,,,,,
Andalucía,Cádiz,Chiclana de la Frontera,Playa La Barrosa,2,,,,,,,
Andalucía,Cádiz,Chiclana de la Frontera,Playa Sancti Petri,1,,,,,,,
Andalucía,Cádiz,Chipiona,Playa Camaron,1,,,,,,,
Andalucía,Cádiz,Chipiona,Playa Cruz Mar-canteras,1,,,,,,,
Andalucía,Cádiz,Chipiona,Playa Regla,1,,,,,,,
Andalucía,Cádiz,Chipiona,Playa Tres Piedras- La Ballena,1,,,,,,,
Andalucía,Cádiz,Conil de la Frontera,Playa Fuente Del Gallo,1,,,,,,,
Andalucía,Cádiz,Conil de la Frontera,Playa La Fontanilla,2,,,,,,,
Andalucía,Cádiz,Conil de la Frontera,Playa Los Bateles,1,,,,,,,
Andalucía,Cádiz,Conil de la Frontera,Playa Roche,1,imontero,755586,4022268,26/09/2011,16,10,Sin Calificar
Andalucía,Cádiz,Conil de la Frontera,Playa Cala Del Aceite,1,,,,,,,
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,1,,,,,,,
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,2,,,,,,,
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,3,,,,,,,
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,4,,,,,,,
Andalucía,Cádiz,Línea de la Concepción (La),Playa Poniente,1,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa La Puntilla,1,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa La Puntilla,2,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa Valdelagrana,1,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa Valdelagrana,2,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa De Fuentebravia,1,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa De La Muralla,1,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa De Levante,1,,,,,,,
Andalucía,Cádiz,Puerto de Santa María (El),Playa De Santa Catalina,1,,,,,,,
Andalucía,Cádiz,Puerto Real,Playa La Cachucha,1,,,,,,,
Andalucía,Cádiz,Puerto Real,Playa Rio San Pedro,1,,,,,,,
Andalucía,Cádiz,Rota,Playa El Rompidillo-chorrillo,1,,,,,,,
Andalucía,Cádiz,Rota,Playa La Ballena,1,,,,,,,
Andalucía,Cádiz,Rota,Playa La Ballena,2,,,,,,,
Andalucía,Cádiz,Rota,Playa La Costilla,1,,,,,,,
Andalucía,Cádiz,Rota,Playa La Costilla,2,,,,,,,
Andalucía,Cádiz,Rota,Playa Punta Candor,1,,,,,,,
Andalucía,Cádiz,Rota,Playa El Puntalillo,1,,,,,,,
Andalucía,Cádiz,Rota,Playa Galeones,1,,,,,,,
Andalucía,Cádiz,San Fernando,Playa Camposoto,1,,,,,,,
Andalucía,Cádiz,San Fernando,Playa Camposoto,2,,,,,,,
Andalucía,Cádiz,San Roque,Playa Cala Sardina,1,,,,,,,
Andalucía,Cádiz,San Roque,Playa Guadarranque,1,,,,,,,
Andalucía,Cádiz,San Roque,Playa Puente Mayorga,1,,,,,,,
Andalucía,Cádiz,San Roque,Playa Puente Mayorga,2,,,,,,,
Andalucía,Cádiz,San Roque,Playa Sotogrande,1,,,,,,,
Andalucía,Cádiz,San Roque,Playa Torreguadiaro,1,,,,,,,
Andalucía,Cádiz,San Roque,Playa Torreguadiaro,2,,,,,,,
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa La Jara,1,,,,,,,
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa Bajo De Guia-bonanza,1,,,,,,,
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa Bajo De Guia-bonanza,2,,,,,,,
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa La Calzada,1,,,,,,,
Andalucía,Cádiz,Tarifa,Playa Bolonia,2,,,,,,,
Andalucía,Cádiz,Tarifa,Playa Los Lances,1,,,,,,,
Andalucía,Cádiz,Tarifa,Playa Los Lances,2,,,,,,,
Andalucía,Cádiz,Tarifa,Playa Los Lances,3,,,,,,,
Andalucía,Cádiz,Tarifa,Playa Valdevaqueros,1,,,,,,,
Andalucía,Cádiz,Tarifa,Playa Zahara De Los Atunes,1,,,,,,,
Andalucía,Cádiz,Vejer de la Frontera,Playa El Palmar,1,,,,,,,
Andalucía,Granada,Albuñol,Playa La Rabita,1,,,,,,,
Andalucía,Granada,Albuñol,Playa El Pozuelo,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa Cabria,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa Cantarrijan,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa Cotobro,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa La Herradura,2,,,,,,,
Andalucía,Granada,Almuñécar,Playa La Herradura,3,,,,,,,
Andalucía,Granada,Almuñécar,Playa Marina Del Este,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa Pozuelo,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa Puerta Del Mar,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa San Cristobal,1,,,,,,,
Andalucía,Granada,Almuñécar,Playa Velilla,2,,,,,,,
Andalucía,Granada,Gualchos,Playa Castell De Ferro,1,,,,,,,
Andalucía,Granada,Gualchos,Playa Castell De Ferro,2,,,,,,,
Andalucía,Granada,Gualchos,Playa La Rijana,1,,,,,,,
Andalucía,Granada,Lújar,Playa Cambriles,1,,,,,,,
Andalucía,Granada,Motril,Playa Azucenas,1,,,,,,,
Andalucía,Granada,Motril,Playa Calahonda,1,,,,,,,
Andalucía,Granada,Motril,Playa Carchuna,2,,,,,,,
Andalucía,Granada,Motril,Playa Carchuna,3,,,,,,,
Andalucía,Granada,Motril,Playa El Cable,1,,,,,,,
Andalucía,Granada,Motril,Playa Playa Granada,1,,,,,,,
Andalucía,Granada,Motril,Playa Poniente,2,,,,,,,
Andalucía,Granada,Motril,Playa Torrenueva,1,,,,,,,
Andalucía,Granada,Motril,Playa Torrenueva,2,,,,,,,
Andalucía,Granada,Polopos,Playa La Mamola,1,,,,,,,
Andalucía,Granada,Polopos,Playa Castillo De Baños,1,,,,,,,
Andalucía,Granada,Rubite,Playa Casarones,1,,,,,,,
Andalucía,Granada,Rubite,Playa El Lance,2,,,,,,,
Andalucía,Granada,Salobreña,Playa La Charca,1,,,,,,,
Andalucía,Granada,Salobreña,Playa La Charca,2,,,,,,,
Andalucía,Granada,Salobreña,Playa La Charca,5,,,,,,,
Andalucía,Granada,Salobreña,Playa La Guardia,1,,,,,,,
Andalucía,Granada,Salobreña,Playa La Guardia,2,,,,,,,
Andalucía,Granada,Sorvilán,Playa Las Cañas,2,,,,,,,
Andalucía,Granada,Sorvilán,Playa Melicena,1,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,1,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,2,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,3,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,4,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,5,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,6,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,7,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,8,,,,,,,
Andalucía,Huelva,Ayamonte,Playa Isla Canela,2,,,,,,,
Andalucía,Huelva,Ayamonte,Playa Isla Canela,3,,,,,,,
Andalucía,Huelva,Ayamonte,Playa Isla Canela,5,,,,,,,
Andalucía,Huelva,Ayamonte,Playa Punta Del Moral,1,,,,,,,
Andalucía,Huelva,Ayamonte,Playa Punta Del Moral,2,,,,,,,
Andalucía,Huelva,Cartaya,Playa Nuevo Portil,2,,,,,,,
Andalucía,Huelva,Cartaya,Playa Nuevo Portil,3,,,,,,,
Andalucía,Huelva,Cartaya,Playa San Miguel,2,,,,,,,
Andalucía,Huelva,Cartaya,Playa San Miguel,3,,,,,,,
Andalucía,Huelva,Huelva,Playa Espigon,1,,,,,,,
Andalucía,Huelva,Huelva,Playa Espigon,2,,,,,,,
Andalucía,Huelva,Huelva,Playa Espigon,3,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,2,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,3,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,4,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,5,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Islantilla,1,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Islantilla,2,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa La Redondela,1,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa La Redondela,2,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa De La Gaviota,1,,,,,,,
Andalucía,Huelva,Lepe,Playa La Antilla,1,,,,,,,
Andalucía,Huelva,Lepe,Playa La Antilla,2,,,,,,,
Andalucía,Huelva,Lepe,Playa La Antilla,3,,,,,,,
Andalucía,Huelva,Moguer,Playa Mazagon/castilla,1,,,,,,,
Andalucía,Huelva,Moguer,Playa Mazagon/castilla,2,,,,,,,
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,1,,,,,,,
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,2,,,,,,,
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,3,,,,,,,
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,4,,,,,,,
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,5,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa El Portil,1,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Enebrales-la Bota,1,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Enebrales-la Bota,2,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Enebrales-la Bota,3,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Punta Umbria,3,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Punta Umbria,4,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Punta Umbria,5,,,,,,,
Andalucía,Huelva,Punta Umbría,Playa Punta Umbria,6,,,,,,,
Andalucía,Málaga,Algarrobo,Playa Algarrobo,1,,,,,,,
Andalucía,Málaga,Benalmádena,Playa Bil Bil - Arroyo De La Miel,2,,,,,,,
Andalucía,Málaga,Benalmádena,Playa Bil Bil - Arroyo De La Miel,3,,,,,,,
Andalucía,Málaga,Benalmádena,Playa Fuente De La Salud,1,,,,,,,
Andalucía,Málaga,Benalmádena,Playa La Yuca - Arroyohondo,2,,,,,,,
Andalucía,Málaga,Benalmádena,Playa Malapesquera - Santa Ana,1,,,,,,,
Andalucía,Málaga,Benalmádena,Playa Torremuelle - Carvajal,1,,,,,,,
Andalucía,Málaga,Benalmádena,Playa Torrevigia - Torrequebrada,1,,,,,,,
Andalucía,Málaga,Casares,Playa Ancha,1,,,,,,,
Andalucía,Málaga,Casares,Playa La Paloma,1,,,,,,,
Andalucía,Málaga,Estepona,Playa Arroyo Vaquero,1,,,,,,,
Andalucía,Málaga,Estepona,Playa El Cristo,1,,,,,,,
Andalucía,Málaga,Estepona,Playa Guadalmansa,1,,,,,,,
Andalucía,Málaga,Estepona,Playa La Galera-dorada,1,,,,,,,
Andalucía,Málaga,Estepona,Playa La Rada,2,,,,,,,
Andalucía,Málaga,Estepona,Playa La Rada,3,,,,,,,
Andalucía,Málaga,Estepona,Playa Punta De La Plata,1,,,,,,,
Andalucía,Málaga,Estepona,Playa Saladillo-casasola,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa Boliches-gaviotas,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa Carvajal,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa El Castillo,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa Fuengirola,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa San Francisco,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa Santa Amalia,1,,,,,,,
Andalucía,Málaga,Fuengirola,Playa Torreblanca,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Baños Del Carmen,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Campo De Golf,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Cemento,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Chanquete,1,,,,,,,
Andalucía,Málaga,Málaga,Playa El Candado,1,,,,,,,
Andalucía,Málaga,Málaga,Playa El Palo,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Guadalmar,1,,,,,,,
Andalucía,Málaga,Málaga,Playa La Araña,1,,,,,,,
Andalucía,Málaga,Málaga,Playa La Caleta,1,,,,,,,
Andalucía,Málaga,Málaga,Playa La Caleta,2,,,,,,,
Andalucía,Málaga,Málaga,Playa Malagueta,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Misericordia,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Misericordia,2,,,,,,,
Andalucía,Málaga,Málaga,Playa Pedregalejos-acacias,1,,,,,,,
Andalucía,Málaga,Málaga,Playa Peñon Del Cuervo,1,,,,,,,
Andalucía,Málaga,Málaga,Playa San Andres,1,,,,,,,
Andalucía,Málaga,Manilva,Playa Chullera,1,,,,,,,
Andalucía,Málaga,Manilva,Playa El Castillo,1,,,,,,,
Andalucía,Málaga,Manilva,Playa Sabinillas,1,,,,,,,
Andalucía,Málaga,Manilva,Playa Sabinillas,5,,,,,,,
Andalucía,Málaga,Marbella,Playa Artola,2,,,,,,,
Andalucía,Málaga,Marbella,Playa El Cable-rio Real,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Guadalmina-san Pedro,1,,,,,,,
Andalucía,Málaga,Marbella,Playa La Fontanilla-faro,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Las Chapas,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Los Monteros,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Nagueles,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Puerto Banus,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Rio Verde,1,,,,,,,
Andalucía,Málaga,Marbella,Playa Venus-bajadilla,1,,,,,,,
Andalucía,Málaga,Mijas,Playa Butiplaya,1,,,,,,,
Andalucía,Málaga,Mijas,Playa Calahonda,1,,,,,,,
Andalucía,Málaga,Mijas,Playa La Cala,1,,,,,,,
Andalucía,Málaga,Mijas,Playa La Campana,1,,,,,,,
Andalucía,Málaga,Mijas,Playa Riviera,1,,,,,,,
Andalucía,Málaga,Nerja,Playa Burriana,1,,,,,,,
Andalucía,Málaga,Nerja,Playa Calas Occidentales,1,,,,,,,
Andalucía,Málaga,Nerja,Playa Calas Orientales(maro),1,,,,,,,
Andalucía,Málaga,Nerja,Playa Playazo,1,,,,,,,
Andalucía,Málaga,Nerja,Playa Torrecilla,1,,,,,,,
Andalucía,Málaga,Rincón de la Victoria,Playa Cala Del Moral,2,,,,,,,
Andalucía,Málaga,Rincón de la Victoria,Playa Los Rubios,1,,,,,,,
Andalucía,Málaga,Rincón de la Victoria,Playa Rincon Victoria,2,,,,,,,
Andalucía,Málaga,Rincón de la Victoria,Playa Rincon Victoria,3,,,,,,,
Andalucía,Málaga,Rincón de la Victoria,Playa Torre Benagalbon,1,,,,,,,
Andalucía,Málaga,Torremolinos,Playa Bajondillo,1,,,,,,,
Andalucía,Málaga,Torremolinos,Playa La Carihuela,1,,,,,,,
Andalucía,Málaga,Torremolinos,Playa La Carihuela,2,,,,,,,
Andalucía,Málaga,Torremolinos,Playa Los Alamos,1,,,,,,,
Andalucía,Málaga,Torremolinos,Playa Playamar,1,,,,,,,
Andalucía,Málaga,Torremolinos,Playa Playamar,2,,,,,,,
Andalucía,Málaga,Torrox,Playa El Morche,1,,,,,,,
Andalucía,Málaga,Torrox,Playa Ferrara,1,,,,,,,
Andalucía,Málaga,Torrox,Playa Peñoncillo,1,,,,,,,
Andalucía,Málaga,Torrox,Playa Calaceite,1,,,,,,,
Andalucía,Málaga,Torrox,Playa Cenicero-las Lindes,1,,,,,,,
Andalucía,Málaga,Torrox,Playa Vilches,1,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Baja Mar-almayate,1,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Baja Mar-almayate,2,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Benajarafe,2,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Benajarafe,3,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Chilchez,1,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa La Caleta,1,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Lagos,1,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Torre Del Mar,1,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Torre Del Mar,2,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Torre Del Mar,3,,,,,,,
Andalucía,Málaga,Vélez-Málaga,Playa Valle Niza,1,,,,,,,
Andalucía,Almería,Lúcar,Balsa Cela Lúcar,1,,,,,,,
Andalucía,Cádiz,Arcos de la Frontera,Embalse Arcos Arcos De La Frontera,1,,,,,,,
Andalucía,Cádiz,Bornos,Embalse Bornos Bornos,2,,,,,,,
Andalucía,Cádiz,Zahara,Rio Arroyomolinos Zahara,1,,,,,,,
Andalucía,Granada,Albolote,Embalse Cubillas Albolote,1,,,,,,,
Andalucía,Granada,Arenas del Rey,Embalse Bermejales Arenas Del Rey,1,,,,,,,
Andalucía,Granada,Guajares (Los),Rio Toba Guajares (los),1,,,,,,,
Andalucía,Granada,Güejar Sierra,Rio Genil Güejar Sierra,1,,,,,,,
Andalucía,Granada,Güejar Sierra,Rio Maitena Güejar Sierra,1,,,,,,,
Andalucía,Granada,Huéscar,Manantial Fuencaliente Huéscar,1,,,,,,,
Andalucía,Granada,Orce,Manantial Fuencaliente Orce,1,,,,,,,
Andalucía,Jaén,Andújar,Embalse Encinarejo Andújar,1,,,,,,,
Andalucía,Jaén,Andújar,Rio Jandula Andújar,1,,,,,,,
Andalucía,Jaén,Baños de la Encina,Embalse Rumblar Baños De La Encina,1,,,,,,,
Andalucía,Jaén,Cazorla,Rio Guadalquivir Cazorla,2,,,,,,,
Andalucía,Jaén,Cazorla,Rio Linarejos Cazorla,1,,,,,,,
Andalucía,Jaén,Santiago-Pontones,Rio Borosa Santiago-pontones,1,,,,,,,
Andalucía,Jaén,Siles,Arroyo Los Molinos Siles,1,,,,,,,
Andalucía,Jaén,Villacarrillo,Rio Aguascebas Villacarrillo,1,,,,,,,
Andalucía,Jaén,Villanueva del Arzobispo,Rio Guadalquivir Villanueva Del Arzobispo,1,,,,,,,
Andalucía,Málaga,Algatocín,Rio Genal Algatocín,1,,,,,,,
Andalucía,Málaga,Ardales,Embalse Conde De Guadalhorce Ardales,2,,,,,,,
Andalucía,Málaga,Ardales,Embalse Conde De Guadalhorce Ardales,3,,,,,,,
Andalucía,Málaga,Casares,Manantial Hedionda Casares,1,,,,,,,
Andalucía,Málaga,Jubrique,Rio Genal Jubrique,1,,,,,,,
Andalucía,Málaga,Viñuela,Embalse La Viñuela Viñuela,2,,,,,,,
Andalucía,Sevilla,San Nicolás del Puerto,Rivera Del Hueznar San Nicolás Del Puerto,1,,,,,,,
Aragón,Huesca,Bierge,Rio Alcanadre Bierge,1,,,,,,,
