Comunidad,Provincia,Municipio,Nombre,punto_muestreo,adoptada_por,utm_x,utm_y,utm_huso,fecha_toma,escherichia_coli,enterococo,observaciones
Cataluña,Tarragona,Amposta,Playa De L'eucaliptus,1,,,,,,,,
Cataluña,Tarragona,Calafell,Playa De Calafell,1,,,,,,,,
Cataluña,Tarragona,Calafell,Playa De Calafell,2,,,,,,,,
Cataluña,Tarragona,Calafell,Playa De L'estany-mas Mel,1,,,,,,,,
Cataluña,Tarragona,Calafell,Playa De Segur De Calafell,1,,,,,,,,
Cataluña,Tarragona,Calafell,Playa De Segur De Calafell,2,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De Cap De Sant Pere,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De Cavet,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De La Dorada,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De La Llosa,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De L'ardiaca,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De L'esquirol,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa De Vilafortuny,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa Del Prat D'en Forés,1,,,,,,,,
Cataluña,Tarragona,Cambrils,Playa Horta De Santa Maria,1,,,,,,,,
Cataluña,Tarragona,Creixell,Playa De Creixell,1,,,,,,,,
Cataluña,Tarragona,Creixell,Playa De Creixell,2,,,,,,,,
Cataluña,Tarragona,Cunit,Playa De Cunit,1,,,,,,,,
Cataluña,Tarragona,Cunit,Playa De Cunit,2,,,,,,,,
Cataluña,Tarragona,Deltebre,Playa De La Bassa D'arena,1,,,,,,,,
Cataluña,Tarragona,Deltebre,Playa De La Marquesa,1,,,,,,,,
Cataluña,Tarragona,Deltebre,Playa De Riumar,1,,,,,,,,
Cataluña,Tarragona,Mont-roig del Camp,Playa Cala Vienesos-platja Dels Espenyals,1,,,,,,,,
Cataluña,Tarragona,Mont-roig del Camp,Playa Cristall,1,,,,,,,,
Cataluña,Tarragona,Mont-roig del Camp,Playa De La Casa Dels Lladres,1,,,,,,,,
Cataluña,Tarragona,Mont-roig del Camp,Playa De La Pixerota,1,,,,,,,,
Cataluña,Tarragona,Mont-roig del Camp,Playa De La Porquerola,1,,,,,,,,
Cataluña,Tarragona,Perelló (El),Playa Cala De La Buena,1,,,,,,,,
Cataluña,Tarragona,Perelló (El),Playa De L'àliga,1,,,,,,,,
Cataluña,Tarragona,Perelló (El),Playa De Santa Llúcia,1,,,,,,,,
Cataluña,Tarragona,Roda de Barà,Playa De La Costa Daurada,1,,,,,,,,
Cataluña,Tarragona,Roda de Barà,Playa De La Punta Del Guineu,1,,,,,,,,
Cataluña,Tarragona,Roda de Barà,Playa Llarga,1,,,,,,,,
Cataluña,Tarragona,Salou,Playa Cala Crancs,1,,,,,,,,
Cataluña,Tarragona,Salou,Playa Cala Font,1,,,,,,,,
Cataluña,Tarragona,Salou,Playa Capellans,1,,,,,,,,
Cataluña,Tarragona,Salou,Playa De Llevant,1,,,,,,,,
Cataluña,Tarragona,Salou,Playa De Llevant,2,,,,,,,,
Cataluña,Tarragona,Salou,Playa De Ponent,1,,,,,,,,
Cataluña,Tarragona,Salou,Playa Llarga,1,,,,,,,,
Cataluña,Tarragona,Sant Carles de la Ràpita,Playa De L'aluet,1,,,,,,,,
Cataluña,Tarragona,Sant Carles de la Ràpita,Playa De Les Delícies,1,,,,,,,,
Cataluña,Tarragona,Sant Carles de la Ràpita,Playa Del Parc De Garbí,1,,,,,,,,
Cataluña,Tarragona,Sant Carles de la Ràpita,Playa Del Trabucador,1,,,,,,,,
Cataluña,Tarragona,Sant Jaume d'Enveja,Playa Del Migjorn,1,,,,,,,,
Cataluña,Tarragona,Sant Jaume d'Enveja,Playa Del Serrallo,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa De La Móra,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa De La Savinosa,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa De L'arrabassada,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa De Tamarit,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa Del Miracle,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa Llarga,1,,,,,,,,
Cataluña,Tarragona,Tarragona,Playa Llarga,2,,,,,,,,
Cataluña,Tarragona,Torredembarra,Playa De La Paella,1,,,,,,,,
Cataluña,Tarragona,Torredembarra,Playa Del Barri Marítim,1,,,,,,,,
Cataluña,Tarragona,Torredembarra,Playa Dels Muntanyans,1,,,,,,,,
Cataluña,Tarragona,Vandellòs i l'Hospitalet de l'Infant,Playa De La Punta Del Riu,1,,,,,,,,
Cataluña,Tarragona,Vandellòs i l'Hospitalet de l'Infant,Playa De L'almadrava,1,,,,,,,,
Cataluña,Tarragona,Vandellòs i l'Hospitalet de l'Infant,Playa De L'arenal,1,,,,,,,,
Cataluña,Tarragona,Vandellòs i l'Hospitalet de l'Infant,Playa Del Torn,1,,,,,,,,
Cataluña,Tarragona,Vendrell (El),Playa De Coma-ruga,1,@grunegasse,376790,4559950,31,,,,
Cataluña,Tarragona,Vendrell (El),Playa De Coma-ruga,2,,,,,,,,
Cataluña,Tarragona,Vendrell (El),Playa De Sant Salvador,1,,,,,,,,
Cataluña,Tarragona,Vendrell (El),Playa De Sant Salvador,2,,,,,,,,
Cataluña,Tarragona,Vendrell (El),Playa Del Francàs,1,@lurdessantiago1,374570,4559460,31,18/09/2012,2UFC/100mL,2 UFC/ 100 mL,Zona apta para el baño
Cataluña,Tarragona,Vila-seca,Playa De La Pineda,1,,,,,,,,
Cataluña,Tarragona,Vila-seca,Playa Del Racó,1,,,,,,,,
Cataluña,Barcelona,Vilada,Embalse La Baells Vilada,1,,,,,,,,
Cataluña,Barcelona,Vilanova de Sau,Embalse Sau Vilanova De Sau,1,,,,,,,,
Cataluña,Barcelona,Vilanova de Sau,Embalse Sau Vilanova De Sau 02,1,,,,,,,,
Cataluña,Girona,Banyoles,Embalse Banyoles Banyoles,1,,,,,,,,
Cataluña,Girona,Banyoles,Embalse Banyoles Banyoles,2,,,,,,,,
Cataluña,Girona,Darnius,Embalse Boadella Darnius,1,,,,,,,,
Cataluña,Lleida,Camarasa,Rio Segre Camarasa,1,,,,,,,,
Cataluña,Lleida,Clariana de Cardener,Embalse Sant Ponç Clariana De Cardener,1,,,,,,,,
Cataluña,Lleida,Conca de Dalt,Embalse Sant Antoni Conca De Dalt,1,,,,,,,,
Cataluña,Lleida,Salàs de Pallars,Embalse Sant Antoni Salàs De Pallars,1,,,,,,,,
Cataluña,Lleida,Talarn,Embalse Sant Antoni Talarn,1,,,,,,,,
Cataluña,Tarragona,Cornudella de Montsant,Embalse Siurana Cornudella De Montsant,1,,,,,,,,
Comunidad Valenciana,Alicante,Alfàs del Pi (l'),Playa Del Raco De L'albir,1,@amarmart,"755889.37
",4273905.15,30,11/09/2012,15 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa De L'albufereta,1,@amarmart,723500,4249389,30,11/09/2012,25 UFC/100 mL,4 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa De L'almadrava,1,@amarmart,724220.21,4249093.36,30,11/09/2012,54 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa De Sant Joan,1,@amarmart,726448,4249684,30,11/09/2012,4 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa De Sant Joan,2,@amarmart,726457,4250744,30,11/09/2012,436 UFC/100 mL,2 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa De Tabarca,1,@amarmart,720954,4227416,30,10/09/2012,1 UFC/100 mL,3 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa Del Postiguet,1,@amarmart,720506.09,4247206.83,30,11/09/2012,61 UFC/100 mL,2 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa Del Postiguet,2,@amarmart,720663.67,4247437.92,30,11/09/2012,16 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Alicante,Playa Del Saladar,1,@amarmart,717043,4240202,30,10/09/2012,32 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Altea,Playa De Cap Blanc,1,@amarmart,755951.19,4274348.93,30,11/09/2012,14 UFC/100 mL,4 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Altea,Playa De Cap Negret,1,@amarmart,757909.45,4277382.18,30,10/09/2012,38 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Altea,Playa De La Barreta,1,@amarmart,760742.48,4280228.56,30,10/09/2012,5 UFC/100 mL,22 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Altea,Playa De La Roda,1,@amarmart,756808.21,4276002.1,30,11/09/2012,37 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Altea,Playa De L'olla,1,@amarmart,758888.71,4278882.17,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Altea,Playa Del Mascarat,1,@amarmart,761483.25,4280274.4,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benidorm,Playa De Llevant,1,@amarmart,751693,4269256,30,11/09/2012,6 UFC/100 mL,22 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benidorm,Playa De Llevant,2,@amarmart,750858,4269339.33,30,11/09/2012,6 UFC/100 mL,20 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benidorm,Playa De Ponent,1,@amarmart,748981,4269407.25,30,11/09/2012,16 UFC/100 mL,4 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benidorm,Playa De Ponent,2,@amarmart,747770.23,4268728.33,30,11/09/2012,284 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benidorm,Playa Del Mal Pas,1,@amarmart,750109.63,4269202.98,30,11/09/2012,10 UFC/100 mL,3 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benissa,Playa De Cala Fustera,1,@amarmart,768811.6,4284294.83,30,10/09/2012,17 UFC/100 mL,10 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Benitachell,Playa De Cala Del Moraig,1,@amarmart,775479.66,4289548.42,30,10/09/2012,31 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Calpe,Playa De Cantal Roig,1,@amarmart,767173,4281482,30,10/09/2012,21 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Calpe,Playa De La Calalga,1,@amarmart,767937.43,4282952.33,30,10/09/2012,2 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Calpe,Playa De La Fossa,1,@amarmart,767624.91,4282115.91,30,10/09/2012,29 UFC/100 mL,14 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Calpe,Playa De L'arenal-bol,1,@amarmart,765622,4281631,30,10/09/2012,118 UFC/100 mL,54 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Calpe,Playa Del Port Blanc,1,@amarmart,764243.13,4280915.3,30,10/09/2012,17 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Campello (el),Playa Cala La Nuza,1,@amarmart,734169.66,4262083.01,30,11/09/2012,9 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Campello (el),Playa De L'almadrava,1,@amarmart,728614.19,4257584.86,30,11/09/2012,3 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Campello (el),Playa De Mutxavista,1,@amarmart,726887,4254316,30,11/09/2012,31 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Campello (el),Playa De Mutxavista,2,@amarmart,726660,4253192,30,11/09/2012,4 UFC/100 mL,5 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Campello (el),Playa Del Carrer De La Mar,1,@amarmart,727986,4256305,30,11/09/2012,74 UFC/100 mL,8 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De L' Almadrava,1,@amarmart,761334.6,4306382.5,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Les Bovetes,1,@amarmart,765859.27,4306047.39,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Les Deveses,1,@amarmart,758594,4307315.14,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Les Deveses,2,@amarmart,757512.63,4308212.15,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Les Marines,2,@amarmart,766876.58,4305659.93,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Les Marines,3,@amarmart,768088.78,4305495.58,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Les Rotes,1,@amarmart,772796.87,4303074.82,30,10/09/2012,10 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa De Marineta Cassiana,1,@amarmart,771152.5,4303277.57,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa Dels Molins,1,@amarmart,763737.52,4306001.95,30,10/09/2012,1 UFC/100 mL,15 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Dénia,Playa Punta Del Raset,1,@amarmart,769717.23,4304703,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa De La Marina,1,@amarmart,707339,4224219,30,10/09/2012,50 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa De L'altet,1,@amarmart,717142,4238883,30,10/09/2012,17 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa Del Pinet,1,@amarmart,708035.53,4225761,30,10/09/2012,8 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa Dels Arenals Del Sol,1,@amarmart,717407,4237224,30,10/09/2012,1 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa Dels Arenals Del Sol,2,@amarmart,717360,4239464,30,10/09/2012,5 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa El Carabassi,1,@amarmart,717682,4235254,30,10/09/2012,15 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Elche,Playa Les Pesqueres-el Rebollo,1,@amarmart,707058,4222943,30,10/09/2012,14 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Finestrat,Playa De La Cala,1,@amarmart,747095.73,4268011.25,30,11/09/2012,30 UFC/100 mL,5 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Guardamar del Segura,Playa Centre,1,@amarmart,706507.97,4218354.72,30,10/09/2012,27 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Guardamar del Segura,Playa De La Roqueta,1,@amarmart,706456,4217383,30,10/09/2012,57 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Guardamar del Segura,Playa De Ortigues-campo,1,@amarmart,706206,4213835,30,10/09/2012,16 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Guardamar del Segura,Playa De Tusales,1,@amarmart,706954.17,4222055.47,30,10/09/2012,3 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Guardamar del Segura,Playa Del Moncaio,1,@amarmart,706358,4215801,30,10/09/2012,16 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Guardamar del Segura,Playa Dels Vivers,1,@amarmart,706616,4219523,30,10/09/2012,4 UFC/100 mL,1 UFC/100 mL,Zona Apta para el baño
Comunidad Valenciana,Alicante,Jávea,Playa De L' Arenal,1,,,,,,,,
Comunidad Valenciana,Alicante,Jávea,Playa De La Cala Blanca,1,,,,,,,,
Comunidad Valenciana,Alicante,Jávea,Playa De La Granadella,1,,,,,,,,
Comunidad Valenciana,Alicante,Jávea,Playa De La Grava,1,,,,,,,,
Comunidad Valenciana,Alicante,Jávea,Playa Del Muntanyar I,1,,,,,,,,
Comunidad Valenciana,Alicante,Jávea,Playa La Barraca-el Portitxol,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa Cabo Roig,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa Cala Capitan,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa Cala Cerrada,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa Campoamor,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa De Aguamarina,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa De Barranco Rubio,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa De Punta Prima,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa Flamenca,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa La Zenia,1,,,,,,,,
Comunidad Valenciana,Alicante,Orihuela,Playa Mil Palmeras,1,,,,,,,,
Comunidad Valenciana,Alicante,Pilar de la Horadada,Playa De Jesuitas,1,,,,,,,,
Comunidad Valenciana,Alicante,Pilar de la Horadada,Playa De Las Villas-higuericas,1,,,,,,,,
Comunidad Valenciana,Alicante,Pilar de la Horadada,Playa Del Conde,1,,,,,,,,
Comunidad Valenciana,Alicante,Pilar de la Horadada,Playa El Mojon,1,,,,,,,,
Comunidad Valenciana,Alicante,Pilar de la Horadada,Playa Mil Palmeras,1,,,,,,,,
Comunidad Valenciana,Alicante,Pilar de la Horadada,Playa Puerto,1,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa Calas Del Este,1,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa De Llevant,1,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa De Llevant,2,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa Del Varador,1,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa Gran Platja,1,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa Llisa,1,,,,,,,,
Comunidad Valenciana,Alicante,Santa Pola,Playa Tamarit,1,,,,,,,,
Comunidad Valenciana,Alicante,Teulada,Playa De La Ampolla,1,,,,,,,,
Comunidad Valenciana,Alicante,Teulada,Playa De L'andrago,1,,,,,,,,
Comunidad Valenciana,Alicante,Teulada,Playa De Les Platgetes,1,,,,,,,,
Comunidad Valenciana,Alicante,Teulada,Playa Del Portet,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa Cala De Las Piteras,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa De Cabo Cerbera,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa De Cala Mar Azul,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa De Las Piscinas Del Paseo,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa De Los Locos,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa De Torrelamata,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa Del Cura,1,,,,,,,,
Comunidad Valenciana,Alicante,Torrevieja,Playa Los Naufragos,1,,,,,,,,
Comunidad Valenciana,Alicante,Villajoyosa,Playa Ciutat,1,,,,,,,,
Comunidad Valenciana,Alicante,Villajoyosa,Playa De La Caleta,1,,,,,,,,
Comunidad Valenciana,Alicante,Villajoyosa,Playa De Torres,1,,,,,,,,
Comunidad Valenciana,Alicante,Villajoyosa,Playa De Varadero,1,,,,,,,,
Comunidad Valenciana,Alicante,Villajoyosa,Playa Del Bon Nou,1,,,,,,,,
Comunidad Valenciana,Alicante,Villajoyosa,Playa El Paradis,1,,,,,,,,
Comunidad Valenciana,Castellón,Alcalà de Xivert,Playa De La Romana,1,,,,,,,,
Comunidad Valenciana,Castellón,Alcalà de Xivert,Playa De Les Fonts,1,,,,,,,,
Comunidad Valenciana,Castellón,Alcalà de Xivert,Playa De Manyetes,1,,,,,,,,
Comunidad Valenciana,Castellón,Alcalà de Xivert,Playa Del Carregador,1,,,,,,,,
Comunidad Valenciana,Castellón,Alcalà de Xivert,Playa Del Moro,1,,,,,,,,
Comunidad Valenciana,Castellón,Almazora,Playa De Ben Afeli,2,,,,,,,,
Comunidad Valenciana,Castellón,Almazora,Playa De La Torre,1,,,,,,,,
Comunidad Valenciana,Castellón,Almenara,Playa De Casablanca,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicarló,Playa De La Caracola,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicarló,Playa Del Gurugu,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicarló,Playa Del Morrongo,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicarló,Playa Del Nord,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicasim,Playa De Heliopolis,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicasim,Playa De L'almadrava,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicasim,Playa De Voramar,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicasim,Playa Dels Terrers,1,,,,,,,,
Comunidad Valenciana,Castellón,Benicasim,Playa Torre De Sant Vicent,1,,,,,,,,
Comunidad Valenciana,Castellón,Burriana,Playa De La Malvarrosa,1,,,,,,,,
Comunidad Valenciana,Castellón,Burriana,Playa De La Malvarrosa,2,,,,,,,,
Comunidad Valenciana,Castellón,Burriana,Playa De L'arenal,2,,,,,,,,
Comunidad Valenciana,Castellón,Cabanes,Playa De La Torre De La Sal,1,,,,,,,,
Comunidad Valenciana,Castellón,Castellón de la Plana,Playa Del Gurugu,1,,,,,,,,
Comunidad Valenciana,Castellón,Castellón de la Plana,Playa Del Pinar,2,,,,,,,,
Comunidad Valenciana,Castellón,Castellón de la Plana,Playa Del Serradal,1,,,,,,,,
Comunidad Valenciana,Castellón,Castellón de la Plana,Playa Del Serradal,2,,,,,,,,
Comunidad Valenciana,Castellón,Chilches,Playa De Les Cases,1,,,,,,,,
Comunidad Valenciana,Castellón,Chilches,Playa Del Cerezo,1,,,,,,,,
Comunidad Valenciana,Castellón,Moncofa,Playa De Grao,1,,,,,,,,
Comunidad Valenciana,Castellón,Moncofa,Playa De L'estanyol,1,,,,,,,,
Comunidad Valenciana,Castellón,Moncofa,Playa De Masbo,1,,,,,,,,
Comunidad Valenciana,Castellón,Moncofa,Playa De Pedra Roja,1,,,,,,,,
Comunidad Valenciana,Castellón,Nules,Playa De Bovalar,1,,,,,,,,
Comunidad Valenciana,Castellón,Nules,Playa De L'alcudia,1,,,,,,,,
Comunidad Valenciana,Castellón,Nules,Playa De Les Marines,1,,,,,,,,
Comunidad Valenciana,Castellón,Oropesa del Mar,Playa De Bellver,1,,,,,,,,
Comunidad Valenciana,Castellón,Oropesa del Mar,Playa De La Conxa,1,,,,,,,,
Comunidad Valenciana,Castellón,Oropesa del Mar,Playa De Morro De Gos,1,,,,,,,,
Comunidad Valenciana,Castellón,Oropesa del Mar,Playa De Morro De Gos,2,,,,,,,,
Comunidad Valenciana,Castellón,Oropesa del Mar,Playa Les Amplaries,1,,,,,,,,
Comunidad Valenciana,Castellón,Oropesa del Mar,Playa Les Amplaries,2,,,,,,,,
Comunidad Valenciana,Castellón,Peñíscola,Playa Del Nord,1,,,,,,,,
Comunidad Valenciana,Castellón,Peñíscola,Playa Del Nord,2,,,,,,,,
Comunidad Valenciana,Castellón,Peñíscola,Playa Del Nord,3,,,,,,,,
Comunidad Valenciana,Castellón,Peñíscola,Playa Del Nord,4,,,,,,,,
Comunidad Valenciana,Castellón,Peñíscola,Playa Del Sud,1,,,,,,,,
Comunidad Valenciana,Castellón,Torreblanca,Playa De Torrenostra,1,,,,,,,,
Comunidad Valenciana,Castellón,Torreblanca,Playa De Torrenostra,2,,,,,,,,
Comunidad Valenciana,Castellón,Torreblanca,Playa Del Nord,1,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa De Cossis,1,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa De Fora Forat,1,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa De Forti,2,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa De Forti,4,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa Del Clot,1,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa Del Puntal,1,,,,,,,,
Comunidad Valenciana,Castellón,Vinaròs,Playa Del Triador,1,,,,,,,,
Comunidad Valenciana,Valencia,Alboraya,Playa De La Patacona,1,,,,,,,,
Comunidad Valenciana,Valencia,Alboraya,Playa De Port Saplaya,1,,,,,,,,
Comunidad Valenciana,Valencia,Alboraya,Playa De Port Saplaya,3,,,,,,,,
Comunidad Valenciana,Valencia,Bellreguard,Playa De Bellreguard,1,,,,,,,,
Comunidad Valenciana,Valencia,Canet d'En Berenguer,Playa Del Raco De La Mar,1,,,,,,,,
Comunidad Valenciana,Valencia,Canet d'En Berenguer,Playa Del Raco De La Mar,2,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa De Cap Blanc,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa De Sant Antoni,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Del Brosquil,3,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Del Dossel,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Del Far,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Del Marenyet,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Del Raco,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa El Dorado-l'estany,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Los Olivos,1,,,,,,,,
Comunidad Valenciana,Valencia,Cullera,Playa Mareny De Sant Llorenç,1,,,,,,,,
Comunidad Valenciana,Valencia,Daimús,Playa De Daimus,1,,,,,,,,
Comunidad Valenciana,Valencia,Gandia,Playa De Les Marenys De Rafalcaid,1,,,,,,,,
Comunidad Valenciana,Valencia,Gandia,Playa Del Ahuir,1,,,,,,,,
Comunidad Valenciana,Valencia,Gandia,Playa Del Nord,1,,,,,,,,
Comunidad Valenciana,Valencia,Gandia,Playa Del Nord,2,,,,,,,,
